    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   61   66        23   28        0.84656          911.50883      961.69674         0.15795E+02    0.15795E+02    0
   62   67        23   28        0.90926          891.74234      949.11356         0.14583E+02    0.14583E+02    0
   63   68        23   28        1.03038          883.90907      953.51763         0.13593E+02    0.13593E+02    0
   64   69        23   28        1.04359          883.14586      959.66707         0.12751E+02    0.12559E+02    1
   65   70        23   28        1.11380          874.02179      966.44955         0.11865E+02    0.11080E+02    1
   66   71        23   28        1.16342          850.22568      957.55953         0.10873E+02    0.97860E+01    1
   67   72        23   28        1.19527          849.45040      970.63071         0.10204E+02    0.89629E+01    1
   68   73        23   28        1.19623          847.75679      978.86024         0.95734E+01    0.83190E+01    1
   69   74        23   28        1.19630          819.58532      958.10005         0.87256E+01    0.76610E+01    1
   70   75        23   28        1.18799          772.70266      915.34896         0.77673E+01    0.70124E+01    1
   71   76        23   28        1.16513          738.76645      882.01410         0.70055E+01    0.65742E+01    1
   72   77        23   28        1.11162          708.57596      845.92991         0.63398E+01    0.62740E+01    1
   73   78        23   28        1.08028          648.92578      790.10378         0.54880E+01    0.54880E+01    0
   74   79        23   28        1.01170          636.28792      776.54135         0.50789E+01    0.50789E+01    0
   75   80        23   28        0.96685          619.80711      762.24049         0.46741E+01    0.46741E+01    0
   76   81        23   28        0.92740          604.15657      749.27661         0.43080E+01    0.43080E+01    0
   77   82        23   28        0.90637          579.17535      730.30244         0.39092E+01    0.39092E+01    0
   78   83        23   28        0.89515          557.77687      716.92230         0.35662E+01    0.35662E+01    0
   79   84        23   28        0.88951          542.40495      710.94943         0.32873E+01    0.32873E+01    0
   80   85        23   28        0.88083          535.12436      712.52157         0.30765E+01    0.30765E+01    0
   81   86        23   28        0.87126          534.06761      720.12689         0.29148E+01    0.29148E+01    0
   82   87        23   28        0.88037          536.35523      736.07840         0.27812E+01    0.27812E+01    0
   83   88        23   28        0.85246          549.80044      752.98608         0.27106E+01    0.27106E+01    0
   84   89        23   28        0.80761          542.00312      744.57519         0.25433E+01    0.25433E+01    0
   85   90        23   28        0.76245          521.65648      723.40977         0.23319E+01    0.23319E+01    0
   86   91        23   28        0.70496          509.43804      704.90049         0.21708E+01    0.21708E+01    0
   87   92        23   28        0.67535          482.07147      680.40992         0.19598E+01    0.19598E+01    0
   88   93        23   28        0.61702          454.12324      644.48386         0.17625E+01    0.17625E+01    0
   30   35        24   29        4.61194          751.82057      889.75607         0.33333E+02    0.27379E+02    1
   31   36        24   29        1.11539          998.89129     1032.88192         0.33333E+02    0.33333E+02    0
   32   37        24   29       -0.39556         1186.58341     1169.28024         0.33332E+02    0.26927E+02    1
   33   38        24   29       -0.74010         1315.18460     1277.40447         0.33331E+02    0.25392E+02    1
   34   39        24   29       -0.88099         1442.40329     1392.50839         0.33329E+02    0.25025E+02    1
   35   40        24   29       -0.84380         1545.08257     1494.84993         0.33326E+02    0.25530E+02    1
   36   41        24   29       -0.85970         1610.06288     1557.38949         0.33320E+02    0.25846E+02    1
   37   42        24   29       -0.64422         1572.93455     1536.19694         0.33310E+02    0.27259E+02    1
   38   43        24   29       -0.68500         1552.00944     1513.43025         0.33294E+02    0.27213E+02    1
   39   44        24   29       -0.57345         1505.80866     1475.16549         0.33268E+02    0.27892E+02    1
   40   45        24   29       -0.64865         1488.11198     1453.42978         0.33232E+02    0.27506E+02    1
   41   46        24   29       -0.72222         1468.48500     1430.10765         0.33181E+02    0.27272E+02    1
   42   47        24   29       -0.66003         1422.83694     1389.70170         0.33100E+02    0.28011E+02    1
   43   48        24   29       -0.86003         1421.87375     1377.66524         0.33007E+02    0.27229E+02    1
   44   49        24   29       -0.85910         1397.60584     1354.92391         0.32869E+02    0.27699E+02    1
   45   50        24   29       -0.92254         1368.40367     1324.45278         0.32682E+02    0.28259E+02    1
   46   51        24   29       -0.88152         1340.51647     1300.98536         0.32437E+02    0.29450E+02    1
   47   52        24   29       -0.83109         1331.10374     1295.91316         0.32152E+02    0.31019E+02    1
   48   53        24   29       -0.85114         1314.89971     1280.15609         0.31785E+02    0.31785E+02    0
   49   54        24   29       -0.57504         1258.08460     1235.12059         0.31215E+02    0.31215E+02    0
   50   55        24   29       -0.58331         1242.94910     1219.51512         0.30647E+02    0.30647E+02    0
   51   56        24   29       -0.48791         1218.80414     1199.09878         0.29934E+02    0.29934E+02    0
   52   57        24   29       -0.24396         1174.26685     1164.42224         0.28977E+02    0.28977E+02    0
   53   58        24   29       -0.12283         1138.02549     1133.02745         0.27906E+02    0.27906E+02    0
   54   59        24   29        0.04077         1104.60431     1106.29148         0.26711E+02    0.26711E+02    0
   55   60        24   29        0.21966         1057.44951     1066.68974         0.25247E+02    0.25247E+02    0
   56   61        24   29        0.28396         1024.52609     1036.82104         0.23804E+02    0.23804E+02    0
   57   62        24   29        0.40759          994.25147     1012.57659         0.22317E+02    0.22317E+02    0
   58   63        24   29        0.44504          966.83624      987.71700         0.20828E+02    0.20828E+02    0
   59   64        24   29        0.51020          947.96886      973.16531         0.19449E+02    0.19449E+02    0
   60   65        24   29        0.63944          935.85804      969.34774         0.18187E+02    0.18187E+02    0
   61   66        24   29        0.71793          934.48308      974.52508         0.17111E+02    0.17111E+02    0
   62   67        24   29        0.84925          912.11310      962.47151         0.15803E+02    0.15803E+02    0
   63   68        24   29        0.94109          907.93861      967.56400         0.14796E+02    0.14796E+02    0
   64   69        24   29        1.00968          906.00863      974.40094         0.13874E+02    0.13874E+02    0
   65   70        24   29        1.07923          899.42492      981.73015         0.12951E+02    0.12326E+02    1
   66   71        24   29        1.13640          875.86314      973.05402         0.11887E+02    0.10799E+02    1
   67   72        24   29        1.14240          879.51762      986.63685         0.11206E+02    0.99401E+01    1
   68   73        24   29        1.17681          874.30307      995.10844         0.10474E+02    0.90926E+01    1
   69   74        24   29        1.16307          848.17418      974.11235         0.95777E+01    0.84012E+01    1
   70   75        24   29        1.17504          797.69905      930.55326         0.85080E+01    0.76278E+01    1
   71   76        24   29        1.15202          763.02507      896.49344         0.76752E+01    0.71465E+01    1
