,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,29.00,36.00,10.00,17.00,41604.94,0.00,0.00,-78.60,-687.013,6.276
,Mixed / non conventional,29.00,36.00,17.00,24.00,19571.38,0.00,0.00,137.32,-1680.525,6.276
,Mixed / non conventional,29.00,36.00,24.00,31.00,12789.94,0.03,0.00,201.63,-2342.136,6.276
,Mixed / non conventional,29.00,36.00,31.00,38.00,12538.00,0.06,0.00,-69.92,8627.317,6.276
,Mixed / non conventional,29.00,36.00,38.00,45.00,8921.47,0.06,0.00,-17.66,-3032.274,6.276
,Mixed / non conventional,29.00,36.00,45.00,52.00,18103.96,0.07,0.00,-0.69,-535.066,6.276
,Mixed / non conventional,29.00,36.00,52.00,59.00,25644.81,0.05,0.00,-20.84,-227.381,6.276
,Mixed / non conventional,29.00,36.00,59.00,66.00,13112.12,0.26,0.00,1.07,-50.274,6.276
,Mixed / non conventional,29.00,36.00,66.00,1.00,1918.80,0.54,0.00,-177.57,-25.777,6.276
,Mixed / non conventional,29.00,36.00,1.00,8.00,3276.72,0.11,0.00,106.27,-15.585,6.276
,Mixed / non conventional,29.00,36.00,8.00,15.00,41634.90,0.06,0.00,-26.24,-495.082,6.276
,Mixed / non conventional,29.00,36.00,15.00,22.00,24464.63,0.07,0.00,26.72,-1163.638,6.276
,Mixed / non conventional,30.00,37.00,44.00,51.00,18059.10,0.12,0.00,-49.09,-595.352,4.350
,Mixed / non conventional,30.00,37.00,51.00,58.00,36703.13,0.12,0.00,-17.75,-302.497,4.350
,Mixed / non conventional,30.00,37.00,58.00,65.00,17608.74,0.11,0.00,11.69,-58.050,4.350
,Mixed / non conventional,30.00,37.00,65.00,72.00,5394.64,0.32,0.00,-12.53,-8.892,4.350
,Mixed / non conventional,30.00,37.00,72.00,7.00,2193.37,0.23,0.00,-145.79,-22.636,4.350
,Mixed / non conventional,30.00,37.00,7.00,14.00,35102.49,0.12,0.00,80.51,-215.721,4.350
,Mixed / non conventional,30.00,37.00,14.00,21.00,38966.70,0.12,0.00,-62.48,-798.226,4.350
,Mixed / non conventional,30.00,37.00,21.00,28.00,15293.58,0.12,0.00,-136.06,-3602.794,4.350
,Mixed / non conventional,30.00,37.00,28.00,35.00,11845.82,0.14,0.00,499.01,5649.513,4.350
,Mixed / non conventional,30.00,37.00,35.00,42.00,-3409.44,0.00,0.00,-213.04,432.734,4.350
,Mixed / non conventional,30.00,37.00,42.00,49.00,15075.42,0.44,0.00,-24.13,-894.611,4.337
,Mixed / non conventional,30.00,37.00,49.00,56.00,38881.26,0.47,0.00,-2.39,-443.712,4.337
,Mixed / non conventional,30.00,37.00,56.00,63.00,19600.86,0.43,0.00,7.46,-81.340,4.337
,Mixed / non conventional,30.00,37.00,63.00,70.00,11298.86,0.48,0.00,-6.99,-22.272,4.337
,Mixed / non conventional,30.00,37.00,70.00,5.00,2268.41,0.42,0.00,-155.66,-22.006,4.337
,Mixed / non conventional,30.00,37.00,5.00,12.00,18763.96,0.41,0.00,90.58,-88.152,4.337
,Mixed / non conventional,30.00,37.00,12.00,19.00,46580.82,0.45,0.00,-70.80,-636.607,4.337
,Mixed / non conventional,30.00,37.00,19.00,26.00,15539.30,0.45,0.00,-62.56,-1327.321,4.337
,Mixed / non conventional,30.00,37.00,26.00,33.00,13154.16,0.45,0.00,340.30,687.911,4.337
,Mixed / non conventional,30.00,37.00,33.00,40.00,18828.38,0.45,0.00,-89.44,4115.842,4.337
,Mixed / non conventional,30.00,37.00,40.00,47.00,15210.93,0.79,0.00,45.70,-2047.494,4.401
,Mixed / non conventional,30.00,37.00,47.00,54.00,31316.12,1.25,0.00,-64.51,-526.920,4.401
,Mixed / non conventional,30.00,37.00,54.00,61.00,21446.11,0.87,0.00,-9.05,-116.403,4.401
,Mixed / non conventional,30.00,37.00,61.00,68.00,15920.15,0.88,0.00,4.73,-38.657,4.401
,Mixed / non conventional,30.00,37.00,68.00,3.00,2006.69,0.96,0.00,-110.78,-19.072,4.401
,Mixed / non conventional,30.00,37.00,3.00,10.00,8299.77,0.86,0.00,-68.65,-31.033,4.401
,Mixed / non conventional,30.00,37.00,10.00,17.00,47840.52,0.87,0.00,-77.39,-467.839,4.401
,Mixed / non conventional,30.00,37.00,17.00,24.00,24827.66,0.88,0.00,136.95,-1092.568,4.401
,Mixed / non conventional,30.00,37.00,24.00,31.00,5999.30,0.87,0.00,192.87,-3124.966,4.401
,Mixed / non conventional,30.00,37.00,31.00,38.00,10046.11,0.08,0.00,-64.89,11876.546,4.348
,Mixed / non conventional,30.00,37.00,38.00,45.00,11108.10,0.09,0.00,-15.89,-6277.748,4.348
,Mixed / non conventional,30.00,37.00,45.00,52.00,22534.92,0.09,0.00,0.13,-578.892,4.348
,Mixed / non conventional,30.00,37.00,52.00,59.00,32722.79,0.08,0.00,-21.32,-231.891,4.348
,Mixed / non conventional,30.00,37.00,59.00,66.00,16292.00,0.21,0.00,1.32,-48.106,4.348
,Mixed / non conventional,30.00,37.00,66.00,1.00,2309.21,0.54,0.00,-176.93,-21.429,4.348
,Mixed / non conventional,30.00,37.00,1.00,8.00,3687.60,0.14,0.00,104.84,-10.888,4.348
,Mixed / non conventional,30.00,37.00,8.00,15.00,47693.13,0.09,0.00,-26.53,-337.979,4.348
,Mixed / non conventional,30.00,37.00,15.00,22.00,30591.70,0.08,0.00,27.13,-785.860,4.348
,Mixed / non conventional,30.00,37.00,22.00,29.00,10233.18,0.07,0.00,-250.20,-4008.657,3.014
,Mixed / non conventional,30.00,37.00,29.00,36.00,9756.01,0.05,0.00,593.91,7994.448,3.014
,Mixed / non conventional,30.00,37.00,36.00,43.00,6615.82,0.06,0.00,-135.06,-2359.720,3.014
,Mixed / non conventional,30.00,37.00,43.00,50.00,16895.70,0.07,0.00,-110.43,-509.121,3.014
,Mixed / non conventional,30.00,37.00,50.00,57.00,39513.02,0.08,0.00,-43.62,-264.590,3.014
,Mixed / non conventional,30.00,37.00,57.00,64.00,19642.06,0.09,0.00,19.77,-50.290,3.014
,Mixed / non conventional,30.00,37.00,64.00,71.00,3212.66,0.12,0.00,-14.59,-5.777,4.339
,Mixed / non conventional,30.00,37.00,71.00,6.00,2233.37,0.15,0.00,-137.06,-22.257,4.339
,Mixed / non conventional,30.00,37.00,6.00,13.00,27861.79,0.06,0.00,26.57,-149.091,4.339
,Mixed / non conventional,30.00,37.00,13.00,20.00,43327.58,0.06,0.00,67.32,-718.734,4.339
,Mixed / non conventional,30.00,37.00,20.00,27.00,15365.85,0.07,0.00,-226.70,-2039.155,4.339
,Mixed / non conventional,30.00,37.00,27.00,34.00,9769.45,0.07,0.00,417.60,2136.536,4.339
,Mixed / non conventional,30.00,37.00,34.00,41.00,53471.60,0.07,0.00,-47.89,2797.608,4.339
,Mixed / non conventional,30.00,37.00,41.00,48.00,16119.26,0.09,0.00,-1.50,-1377.475,4.339
,Mixed / non conventional,30.00,37.00,48.00,55.00,36885.10,0.10,0.00,-68.63,-504.324,4.339
,Mixed / non conventional,30.00,37.00,55.00,62.00,19563.85,0.05,0.00,-10.52,-91.951,4.339
,Mixed / non conventional,30.00,37.00,62.00,69.00,10698.68,0.58,0.00,-3.12,-23.194,4.337
,Mixed / non conventional,30.00,37.00,69.00,4.00,2623.78,0.69,0.00,185.25,-24.932,4.337
,Mixed / non conventional,30.00,37.00,4.00,11.00,17616.27,0.44,0.00,-390.83,-73.092,4.337
,Mixed / non conventional,30.00,37.00,11.00,18.00,46538.12,0.49,0.00,133.15,-531.004,4.337
,Mixed / non conventional,30.00,37.00,18.00,25.00,19141.31,0.47,0.00,-54.37,-1135.701,4.337
,Mixed / non conventional,30.00,37.00,25.00,32.00,9508.06,0.51,0.00,215.04,-1203.107,4.337
,Mixed / non conventional,30.00,37.00,32.00,39.00,14523.24,0.54,0.00,-0.11,6905.319,4.337
,Mixed / non conventional,30.00,37.00,39.00,46.00,13598.34,0.25,0.00,-53.52,-3200.660,4.346
,Mixed / non conventional,30.00,37.00,46.00,53.00,26347.19,0.08,0.00,-32.12,-539.250,4.346
,Mixed / non conventional,30.00,37.00,53.00,60.00,26878.76,0.05,0.00,-10.33,-165.039,4.346
,Mixed / non conventional,30.00,37.00,60.00,67.00,16271.89,0.05,0.00,8.00,-43.205,4.346
,Mixed / non conventional,30.00,37.00,67.00,2.00,2087.37,0.53,0.00,147.41,-19.418,4.346
,Mixed / non conventional,30.00,37.00,2.00,9.00,4186.57,0.09,0.00,3.60,-13.790,4.346
,Mixed / non conventional,30.00,37.00,9.00,16.00,47543.89,0.05,0.00,-296.31,-391.503,4.346
,Mixed / non conventional,30.00,37.00,16.00,23.00,26024.90,0.07,0.00,-65.20,-857.215,4.346
,Mixed / non conventional,31.00,38.00,45.00,52.00,20098.30,0.03,0.00,0.35,-594.465,3.903
,Mixed / non conventional,31.00,38.00,52.00,59.00,31086.75,0.03,0.00,-21.37,-229.870,3.903
,Mixed / non conventional,31.00,38.00,59.00,66.00,15938.19,0.15,0.00,0.61,-47.142,3.903
,Mixed / non conventional,31.00,38.00,66.00,1.00,2095.49,0.51,0.00,-176.11,-17.505,3.903
,Mixed / non conventional,31.00,38.00,1.00,8.00,3582.05,0.13,0.00,103.72,-8.541,3.903
,Mixed / non conventional,31.00,38.00,8.00,15.00,47621.37,0.00,0.00,-26.66,-262.570,3.903
,Mixed / non conventional,31.00,38.00,15.00,22.00,32291.35,0.00,0.00,28.56,-593.482,3.903
,Mixed / non conventional,31.00,38.00,22.00,29.00,14113.65,0.00,0.00,-213.23,-2983.037,3.903
,Mixed / non conventional,31.00,38.00,29.00,36.00,12537.81,0.04,0.00,506.09,5364.841,3.903
,Mixed / non conventional,31.00,38.00,36.00,43.00,2378.34,0.06,0.00,-84.93,-270.833,3.903
,Mixed / non conventional,31.00,38.00,43.00,50.00,14549.32,0.13,0.00,-109.76,-778.186,3.909
,Mixed / non conventional,31.00,38.00,50.00,57.00,37054.58,0.16,0.00,-42.88,-381.136,3.909
,Mixed / non conventional,31.00,38.00,57.00,64.00,18554.16,0.15,0.00,19.51,-69.398,3.909
,Mixed / non conventional,31.00,38.00,64.00,71.00,3191.73,0.00,0.00,-14.88,-5.671,3.909
,Mixed / non conventional,31.00,38.00,71.00,6.00,2092.03,0.12,0.00,-140.93,-18.292,3.909
,Mixed / non conventional,31.00,38.00,6.00,13.00,27468.51,0.14,0.00,26.73,-116.310,3.909
,Mixed / non conventional,31.00,38.00,13.00,20.00,44669.81,0.14,0.00,68.28,-550.243,3.909
,Mixed / non conventional,31.00,38.00,20.00,27.00,17809.98,0.15,0.00,-210.37,-1371.147,3.909
,Mixed / non conventional,31.00,38.00,27.00,34.00,12759.28,0.15,0.00,393.20,601.412,3.909
,Mixed / non conventional,31.00,38.00,34.00,41.00,18398.58,0.13,0.00,-38.70,3624.986,3.909
,Mixed / non conventional,31.00,38.00,41.00,48.00,13195.46,0.81,0.00,-8.93,-1575.329,3.904
,Mixed / non conventional,31.00,38.00,48.00,55.00,32186.29,1.65,0.00,-57.71,-480.317,3.904
,Mixed / non conventional,31.00,38.00,55.00,62.00,18545.51,0.16,0.00,-10.30,-89.276,3.904
,Mixed / non conventional,31.00,38.00,62.00,69.00,10917.75,0.27,0.00,-3.20,-23.512,3.904
,Mixed / non conventional,31.00,38.00,69.00,4.00,2414.67,0.25,0.00,177.96,-20.354,3.904
,Mixed / non conventional,31.00,38.00,4.00,11.00,17239.68,0.10,0.00,-391.65,-57.171,3.904
,Mixed / non conventional,31.00,38.00,11.00,18.00,47254.02,0.19,0.00,133.16,-409.844,3.904
,Mixed / non conventional,31.00,38.00,18.00,25.00,21487.62,0.29,0.00,-53.33,-838.650,3.904
,Mixed / non conventional,31.00,38.00,25.00,32.00,6481.01,0.17,0.00,211.99,-2994.104,3.904
,Mixed / non conventional,31.00,38.00,32.00,39.00,9229.95,0.07,0.00,4.05,9790.610,3.901
,Mixed / non conventional,31.00,38.00,39.00,46.00,9310.97,0.11,0.00,-51.06,-4721.472,3.901
,Mixed / non conventional,31.00,38.00,46.00,53.00,23751.31,0.03,0.00,-29.97,-547.454,3.901
,Mixed / non conventional,31.00,38.00,53.00,60.00,25687.44,0.05,0.00,-9.97,-163.333,3.901
,Mixed / non conventional,31.00,38.00,60.00,67.00,15499.10,0.00,0.00,7.98,-41.063,3.901
,Mixed / non conventional,31.00,38.00,67.00,2.00,1981.57,0.31,0.00,141.33,-16.500,3.901
,Mixed / non conventional,31.00,38.00,2.00,9.00,4117.05,0.12,0.00,1.32,-10.908,3.901
,Mixed / non conventional,31.00,38.00,9.00,16.00,47856.73,0.03,0.00,-295.14,-304.295,3.901
,Mixed / non conventional,31.00,38.00,16.00,23.00,27983.21,0.05,0.00,-62.04,-644.997,3.901
,Mixed / non conventional,31.00,38.00,23.00,30.00,7090.45,0.04,0.00,3.50,-3595.477,3.901
,Mixed / non conventional,31.00,38.00,30.00,37.00,10032.39,0.16,0.00,530.62,10642.699,3.902
,Mixed / non conventional,31.00,38.00,37.00,44.00,11029.19,0.14,0.00,-261.37,-5092.746,3.902
,Mixed / non conventional,31.00,38.00,44.00,51.00,15890.80,0.17,0.00,-46.12,-619.901,3.902
,Mixed / non conventional,31.00,38.00,51.00,58.00,34639.99,0.16,0.00,-15.80,-300.291,3.902
,Mixed / non conventional,31.00,38.00,58.00,65.00,16721.71,0.16,0.00,11.01,-55.425,3.902
,Mixed / non conventional,31.00,38.00,65.00,72.00,5037.38,0.72,0.00,-12.43,-8.145,3.902
,Mixed / non conventional,31.00,38.00,72.00,7.00,2108.57,0.09,0.00,-151.17,-18.894,3.902
,Mixed / non conventional,31.00,38.00,7.00,14.00,34778.16,0.16,0.00,78.66,-167.334,3.902
,Mixed / non conventional,31.00,38.00,14.00,21.00,40613.21,0.17,0.00,-54.89,-605.771,3.902
,Mixed / non conventional,31.00,38.00,21.00,28.00,18604.24,0.18,0.00,-76.81,-2219.948,3.902
,Mixed / non conventional,31.00,38.00,28.00,35.00,15314.14,0.05,0.00,358.91,3009.910,3.900
,Mixed / non conventional,31.00,38.00,35.00,42.00,32027.60,0.11,0.00,-141.53,1505.945,3.900
,Mixed / non conventional,31.00,38.00,42.00,49.00,12514.42,0.10,0.00,-22.65,-961.103,3.900
,Mixed / non conventional,31.00,38.00,49.00,56.00,36060.79,0.05,0.00,0.48,-443.113,3.900
,Mixed / non conventional,31.00,38.00,56.00,63.00,18614.59,0.03,0.00,6.72,-78.628,3.900
,Mixed / non conventional,31.00,38.00,63.00,70.00,10755.31,0.10,0.00,-7.38,-20.968,3.900
,Mixed / non conventional,31.00,38.00,70.00,5.00,2124.01,0.12,0.00,-159.53,-18.150,3.900
,Mixed / non conventional,31.00,38.00,5.00,12.00,18535.99,0.03,0.00,90.71,-69.161,3.900
,Mixed / non conventional,31.00,38.00,12.00,19.00,47529.80,0.06,0.00,-68.49,-487.688,3.900
,Mixed / non conventional,31.00,38.00,19.00,26.00,17649.36,0.10,0.00,-36.03,-941.692,3.900
,Mixed / non conventional,31.00,38.00,26.00,33.00,4563.03,0.03,0.00,293.97,-518.699,3.896
,Mixed / non conventional,31.00,38.00,33.00,40.00,12003.55,0.04,0.00,-75.69,5127.182,3.896
,Mixed / non conventional,31.00,38.00,40.00,47.00,11527.97,0.06,0.00,52.27,-2432.239,3.896
,Mixed / non conventional,31.00,38.00,47.00,54.00,27630.37,0.06,0.00,-66.75,-506.923,3.896
,Mixed / non conventional,31.00,38.00,54.00,61.00,20635.23,0.03,0.00,-8.88,-113.576,3.896
,Mixed / non conventional,31.00,38.00,61.00,68.00,15369.10,0.03,0.00,4.43,-36.580,3.896
,Mixed / non conventional,31.00,38.00,68.00,3.00,1934.56,0.09,0.00,-112.01,-16.132,3.896
,Mixed / non conventional,31.00,38.00,3.00,10.00,8241.23,0.03,0.00,-69.84,-24.333,3.896
,Mixed / non conventional,31.00,38.00,10.00,17.00,48915.45,0.03,0.00,-73.17,-361.066,3.896
,Mixed / non conventional,31.00,38.00,17.00,24.00,27110.28,0.03,0.00,140.86,-800.451,3.896
,Mixed / non conventional,32.00,39.00,46.00,53.00,22978.06,0.04,0.00,-33.12,-797.378,4.579
,Mixed / non conventional,32.00,39.00,53.00,60.00,25907.72,0.08,0.00,-10.32,-224.761,4.579
,Mixed / non conventional,32.00,39.00,60.00,67.00,15024.24,0.08,0.00,8.53,-52.137,4.579
,Mixed / non conventional,32.00,39.00,67.00,2.00,2115.61,0.18,0.00,143.80,-20.735,4.579
,Mixed / non conventional,32.00,39.00,2.00,9.00,4228.49,0.10,0.00,2.32,-11.829,4.579
,Mixed / non conventional,32.00,39.00,9.00,16.00,50674.38,0.04,0.00,-294.90,-327.805,4.579
,Mixed / non conventional,32.00,39.00,16.00,23.00,30758.03,0.05,0.00,-59.88,-663.230,4.579
,Mixed / non conventional,32.00,39.00,23.00,30.00,11602.72,0.05,0.00,42.43,-2877.157,4.579
,Mixed / non conventional,32.00,39.00,30.00,37.00,14515.84,0.05,0.00,448.51,7287.212,4.579
,Mixed / non conventional,32.00,39.00,37.00,44.00,14751.16,0.38,0.00,-189.70,-1967.960,4.572
,Mixed / non conventional,32.00,39.00,44.00,51.00,14969.41,0.08,0.00,-48.11,-936.429,4.572
,Mixed / non conventional,32.00,39.00,51.00,58.00,34924.17,0.07,0.00,-17.40,-420.139,4.572
,Mixed / non conventional,32.00,39.00,58.00,65.00,16372.95,0.06,0.00,11.26,-71.624,4.572
,Mixed / non conventional,32.00,39.00,65.00,72.00,5031.42,0.25,0.00,-12.58,-10.455,4.572
,Mixed / non conventional,32.00,39.00,72.00,7.00,2166.53,0.06,0.00,-145.42,-22.156,4.572
,Mixed / non conventional,32.00,39.00,7.00,14.00,36466.38,0.07,0.00,78.67,-180.595,4.572
,Mixed / non conventional,32.00,39.00,14.00,21.00,44082.54,0.08,0.00,-54.86,-635.091,4.572
,Mixed / non conventional,32.00,39.00,21.00,28.00,22072.13,0.08,0.00,-70.99,-1987.440,4.572
,Mixed / non conventional,32.00,39.00,28.00,35.00,34842.01,0.08,0.00,344.37,1920.782,4.572
,Mixed / non conventional,32.00,39.00,35.00,42.00,13794.46,0.08,0.00,-128.92,3186.266,4.583
,Mixed / non conventional,32.00,39.00,42.00,49.00,10910.49,0.09,0.00,-24.44,-1529.239,4.583
,Mixed / non conventional,32.00,39.00,49.00,56.00,35752.29,0.07,0.00,-2.38,-626.390,4.583
,Mixed / non conventional,32.00,39.00,56.00,63.00,18370.63,0.08,0.00,6.92,-103.825,4.583
,Mixed / non conventional,32.00,39.00,63.00,70.00,10512.26,0.11,0.00,-6.86,-26.579,4.583
,Mixed / non conventional,32.00,39.00,70.00,5.00,2164.42,0.19,0.00,-154.41,-21.420,4.583
,Mixed / non conventional,32.00,39.00,5.00,12.00,19216.37,0.00,0.00,92.23,-74.817,4.583
,Mixed / non conventional,32.00,39.00,12.00,19.00,50921.63,0.08,0.00,-69.35,-518.521,4.583
,Mixed / non conventional,32.00,39.00,19.00,26.00,20004.90,0.10,0.00,-31.45,-916.670,4.583
,Mixed / non conventional,32.00,39.00,26.00,33.00,4045.71,0.08,0.00,282.28,-2194.335,4.583
,Mixed / non conventional,32.00,39.00,33.00,40.00,8758.36,0.18,0.00,-64.25,10890.017,4.573
,Mixed / non conventional,32.00,39.00,40.00,47.00,10491.81,0.18,0.00,47.28,-6236.320,4.573
,Mixed / non conventional,32.00,39.00,47.00,54.00,26967.65,0.19,0.00,-68.36,-728.615,4.573
,Mixed / non conventional,32.00,39.00,54.00,61.00,20615.31,0.18,0.00,-9.06,-153.652,4.573
,Mixed / non conventional,32.00,39.00,61.00,68.00,14901.59,0.19,0.00,4.77,-46.277,4.573
,Mixed / non conventional,32.00,39.00,68.00,3.00,2050.53,0.10,0.00,-108.51,-20.014,4.573
,Mixed / non conventional,32.00,39.00,3.00,10.00,8488.90,0.22,0.00,-68.61,-26.363,4.573
,Mixed / non conventional,32.00,39.00,10.00,17.00,52071.13,0.18,0.00,-73.02,-388.101,4.573
,Mixed / non conventional,32.00,39.00,17.00,24.00,29892.60,0.17,0.00,140.16,-807.642,4.573
,Mixed / non conventional,32.00,39.00,24.00,31.00,6840.74,0.66,0.00,-70.27,-658.183,0.740
,Mixed / non conventional,32.00,39.00,31.00,38.00,8931.10,0.66,0.00,340.74,1797.532,0.740
,Mixed / non conventional,32.00,39.00,38.00,45.00,8521.35,0.66,0.00,-169.52,-746.519,0.740
,Mixed / non conventional,32.00,39.00,45.00,52.00,18717.62,0.66,0.00,2.54,-138.532,0.740
,Mixed / non conventional,32.00,39.00,52.00,59.00,30424.31,0.66,0.00,-20.66,-50.039,0.740
,Mixed / non conventional,32.00,39.00,59.00,66.00,14806.11,1.05,0.00,-0.24,-57.544,4.575
,Mixed / non conventional,32.00,39.00,66.00,1.00,2455.09,2.16,0.00,-175.12,-24.254,4.575
,Mixed / non conventional,32.00,39.00,1.00,8.00,3688.47,0.05,0.00,100.66,-9.309,4.575
,Mixed / non conventional,32.00,39.00,8.00,15.00,50137.67,0.11,0.00,-26.03,-282.862,4.575
,Mixed / non conventional,32.00,39.00,15.00,22.00,35173.02,0.11,0.00,32.18,-615.152,4.575
,Mixed / non conventional,32.00,39.00,22.00,29.00,18489.06,0.09,0.00,-156.11,-2586.889,4.575
,Mixed / non conventional,32.00,39.00,29.00,36.00,18013.87,0.10,0.00,379.38,4153.520,4.575
,Mixed / non conventional,32.00,39.00,36.00,43.00,21633.32,0.11,0.00,-17.50,1193.318,4.575
,Mixed / non conventional,32.00,39.00,43.00,50.00,13364.91,0.09,0.00,-110.23,-1204.131,4.575
,Mixed / non conventional,32.00,39.00,50.00,57.00,37159.69,0.10,0.00,-43.25,-535.673,4.575
,Mixed / non conventional,32.00,39.00,57.00,64.00,18031.81,0.04,0.00,19.57,-89.354,4.575
,Mixed / non conventional,32.00,39.00,64.00,71.00,3219.58,0.17,0.00,-14.94,-7.363,4.575
,Mixed / non conventional,32.00,39.00,71.00,6.00,2152.34,0.11,0.00,-140.05,-21.576,4.575
,Mixed / non conventional,32.00,39.00,6.00,13.00,28643.46,0.05,0.00,28.53,-125.378,4.575
,Mixed / non conventional,32.00,39.00,13.00,20.00,48215.99,0.04,0.00,68.58,-580.392,4.575
,Mixed / non conventional,32.00,39.00,20.00,27.00,20587.46,0.05,0.00,-174.24,-1288.653,4.575
,Mixed / non conventional,32.00,39.00,27.00,34.00,4771.10,0.09,0.00,334.85,-636.902,4.575
,Mixed / non conventional,32.00,39.00,34.00,41.00,12220.97,0.05,0.00,-16.12,6130.091,4.575
,Mixed / non conventional,32.00,39.00,41.00,48.00,10613.47,0.10,0.00,-3.65,-2629.681,4.575
,Mixed / non conventional,32.00,39.00,48.00,55.00,32115.89,0.03,0.00,-67.86,-691.939,4.575
,Mixed / non conventional,32.00,39.00,55.00,62.00,18261.12,0.05,0.00,-10.54,-118.004,4.574
,Mixed / non conventional,32.00,39.00,62.00,69.00,10647.31,0.18,0.00,-2.81,-29.753,4.574
,Mixed / non conventional,32.00,39.00,69.00,4.00,2548.98,0.00,0.00,179.74,-24.956,4.574
,Mixed / non conventional,32.00,39.00,4.00,11.00,17870.04,0.03,0.00,-385.08,-61.947,4.574
,Mixed / non conventional,32.00,39.00,11.00,18.00,50417.66,0.05,0.00,129.58,-436.934,4.574
,Mixed / non conventional,32.00,39.00,18.00,25.00,23557.80,0.04,0.00,-46.57,-816.634,4.574
,Mixed / non conventional,33.00,40.00,47.00,54.00,25141.55,0.05,0.00,-70.56,-1225.026,6.429
,Mixed / non conventional,33.00,40.00,54.00,61.00,20885.96,0.04,0.00,-9.19,-254.418,6.429
,Mixed / non conventional,33.00,40.00,61.00,68.00,15002.27,0.06,0.00,4.52,-73.099,6.429
,Mixed / non conventional,33.00,40.00,68.00,3.00,2058.43,0.18,0.00,-109.88,-28.327,6.429
,Mixed / non conventional,33.00,40.00,3.00,10.00,8087.33,0.07,0.00,-68.70,-31.765,6.429
,Mixed / non conventional,33.00,40.00,10.00,17.00,50936.46,0.05,0.00,-71.15,-462.656,6.429
,Mixed / non conventional,33.00,40.00,17.00,24.00,30271.76,0.04,0.00,141.93,-916.528,6.429
,Mixed / non conventional,33.00,40.00,24.00,31.00,9244.08,0.02,0.00,-27.34,-3218.621,6.429
,Mixed / non conventional,33.00,40.00,31.00,38.00,12011.31,0.05,0.00,245.19,8470.970,6.432
,Mixed / non conventional,33.00,40.00,38.00,45.00,8408.46,0.00,0.00,-128.67,-1578.161,6.432
,Mixed / non conventional,33.00,40.00,45.00,52.00,18095.70,0.04,0.00,2.84,-1592.539,6.432
,Mixed / non conventional,33.00,40.00,52.00,59.00,31877.55,0.06,0.00,-20.03,-539.506,6.432
,Mixed / non conventional,33.00,40.00,59.00,66.00,15325.81,0.15,0.00,-0.18,-94.320,6.432
,Mixed / non conventional,33.00,40.00,66.00,1.00,2333.84,0.32,0.00,-174.46,-32.894,6.432
,Mixed / non conventional,33.00,40.00,1.00,8.00,3541.38,0.12,0.00,100.66,-11.388,6.432
,Mixed / non conventional,33.00,40.00,8.00,15.00,48602.76,0.04,0.00,-25.68,-338.624,6.432
,Mixed / non conventional,33.00,40.00,15.00,22.00,35257.29,0.05,0.00,32.84,-714.600,6.432
,Mixed / non conventional,33.00,40.00,22.00,29.00,20166.51,0.04,0.00,-146.25,-2554.612,6.432
,Mixed / non conventional,33.00,40.00,29.00,36.00,33545.19,0.00,0.00,352.85,2600.824,6.430
,Mixed / non conventional,33.00,40.00,36.00,43.00,13801.54,0.04,0.00,-7.71,4472.852,6.430
,Mixed / non conventional,33.00,40.00,43.00,50.00,12019.28,0.03,0.00,-108.68,-2363.682,6.430
,Mixed / non conventional,33.00,40.00,50.00,57.00,37225.11,0.04,0.00,-42.78,-915.075,6.430
,Mixed / non conventional,33.00,40.00,57.00,64.00,18134.95,0.04,0.00,20.04,-143.805,6.430
